;;;;;;;;;;;;;;;;;Цели и приоритеты;;Планирует в течение дня;;;;;;;;Правильно определяет категорию Не фиксированных по времени задач при планировании;;;;;;;Правильно учитывает категорию фиксированной по времени задачи при планировании (встречи, совещания);;;;Выполнять НЕ фиксированные по времени задачи  с учетом их категорий;;;;;;;;Выполнять фиксированные по времени задачи  с учетом их категорий;;;;;Завершает выполнение задачи (держит приоритет);;;;Исходя из цели (задачи) коммуникации выбирать наилучший способ (канал) коммуникации;;;;;;;;;;Управлять количеством и периодами временем, затраченными на почту;;;;;Эффективно обрабатывать входящие письма;;;;;Создавать сообщения, информативные и экономные для себя, коллег и партнеров;;;;;Управлять количеством и периодами времени, затраченного на звонки;;Правильно принимать входящие звонки;;;;;;;Эффективно обрабатывать входящие звонки;;;Управлять количеством и периодами времени, затраченного на встречи;;;Правильно принимать посетителей;;;;;;Эффективно обрабатывать результаты встречи;;;;;Управлять количеством и периодами времени, затраченного на IM;;;;;;;Эффективно обрабатывать сообщения IM;;;Использовать делегирование как инструмент управления своим временем и объемом выполненных задач;;;;;;;Правильно управляет ресурсами различной квалификации;;;Использует обратную связь как инструмент мотивации и обучения сотрудников;;;Делегировать сотруднику, наиболее подходящему для выполнения задачи;;;;Легко включается в работу из стрессовой ситуации ;;;;;;Следует приоритетам при статусном и эмоциональном воздействии;;;Внимательность и концентрация;;Ответственность;;;Принимает решения;;;Скорость принятия решений;Обоснованность принимаемых решений;;;Результатоориентированность;;;;;;;;
E2.8;Подолжение встречи с аналитиком 2. Суть:больше терепения нет, я скажу вам все, что думаю. Уверена, что это будет очень полезно: вы не умеете управлять задачами, вы не умеете управлять временем своим и своих подчиненных, вы не умеете управлять людьми. Мне давно пора покинуть это странное место, где мне нечему научиться.;13:10;30;герой;уравновешенное;аналитик 2;в гневе;1;3;-          Первый раз тебя вижу в таком состоянии! От тебя исходит столько агрессии, а я считал тебя очень уравновешенным человеком. Очень жаль, что я так ошибся!;нет;-;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;E2.813;0;1;;0;0
E2.8;Подолжение встречи с аналитиком 2. Суть:больше терепения нет, я скажу вам все, что думаю. Уверена, что это будет очень полезно: вы не умеете управлять задачами, вы не умеете управлять временем своим и своих подчиненных, вы не умеете управлять людьми. Мне давно пора покинуть это странное место, где мне нечему научиться.;13:10;30;аналитик 2;в гневе;герой;уравновешенное;2;0;###############################################################################################################################################################################################################################################################;-;-;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.820;0;0;;0;0
E2.8;Подолжение встречи с аналитиком 2. Суть:больше терепения нет, я скажу вам все, что думаю. Уверена, что это будет очень полезно: вы не умеете управлять задачами, вы не умеете управлять временем своим и своих подчиненных, вы не умеете управлять людьми. Мне давно пора покинуть это странное место, где мне нечему научиться.;13:10;30;герой;уравновешенное;аналитик 2;в гневе;2;1;-          Хорошо, сообщи в отдел персонала о твоем решении, только дела свои доведи до конца и пришли мне файлы по презентации;да;M11;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;E2.821;2;2;;2;0
E2.8;Подолжение встречи с аналитиком 2. Суть:больше терепения нет, я скажу вам все, что думаю. Уверена, что это будет очень полезно: вы не умеете управлять задачами, вы не умеете управлять временем своим и своих подчиненных, вы не умеете управлять людьми. Мне давно пора покинуть это странное место, где мне нечему научиться.;13:10;30;герой;уравновешенное;аналитик 2;в гневе;2;2;-          А  себя ты, видимо, ангелом считаешь? Тогда уж и я скажу все, что думаю! Не надо ставить себя выше других людей  и думать, что ты самая умная! Так ты ни в одном коллективе не уживешься! Успокойся и пришли документы;да;M11;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;E2.822;1;2;;1;0
E2.8;Подолжение встречи с аналитиком 2. Суть:больше терепения нет, я скажу вам все, что думаю. Уверена, что это будет очень полезно: вы не умеете управлять задачами, вы не умеете управлять временем своим и своих подчиненных, вы не умеете управлять людьми. Мне давно пора покинуть это странное место, где мне нечему научиться.;13:10;30;герой;уравновешенное;аналитик 2;в гневе;2;3;-          Знаешь, ты настолько агрессивна, что я, пожалуй, позову охрану! Охрана!!! Да, и пришли текущий вариант презы!;да;M11;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;E2.823;1;2;;1;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;герой;уравновешенное;ГД;уравновешенное;1;1;-          Еще раз, добрый день, Валерий Семенович!;нет;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.911;0;0;;0;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;ГД;уравновешенное;герой;уравновешенное;2;0;-          Да!;-;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.920;0;0;;0;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;герой;уравновешенное;ГД;уравновешенное;2;1;-          Валерий Семенович, я не смогу сегодня показать Вам презентацию. Она не готова!;нет;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.921;0;0;;0;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;герой;уравновешенное;ГД;уравновешенное;2;2;-          Валерий Семенович, прошу меня извинить, но обстоятельства сильнее меня – мы не успеем сделать вашу презентацию сегодня.;нет;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.922;0;0;;0;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;ГД;в гневе;герой;уравновешенное;3;0;-          Что-о-о? Да ведь это не слыханно! И ты набрался смелости мне звонить об этом? Это моя личная просьба, которая находилась у тебя на контроле.  Ты вообще понимаешь, что говоришь? Я расцениваю вашу неготовность как личное неуважение!;-;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.930;0;0;;0;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;герой;уравновешенное;ГД;в гневе;3;1;-          Валерий Семенович, у меня очень тяжелая пора с бюджетом, который нужен прямо сейчас. А выставка будет только через неделю. И если я предоставлю презентацию завтра утром, то к выставке Вы все равно будете готовы.;нет;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;E2.931;0;1;;0;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;герой;уравновешенное;ГД;в гневе;3;2;-          Понимаете,  Валерий Семенович,  если бы наш отдел персонала быстрее подбирал нужных людей, я бы справился и с большей нагрузкой. А так многое приходится делать самому. Естественно, что я не успеваю.;нет;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;E2.932;1;1;;1;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;герой;уравновешенное;ГД;в гневе;3;3;-          Не волнуйтесь, Валерий Семенович, я сегодня вечером все сделаю. Завтра к 10 утра презентация будет у Вас.;нет;-;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;E2.933;1;2;;1;0
E2.9;Звонок ГД. Исходящий. Суть: приношу извинения, но мы не успели, не вижу смысла тратить ваше время сегодня, к завтрашнему дню готов обсудить готовую презентацию. ГД орет, говорит о том, что расценивает это как личное неуважение. Требует презентацию завтра в 10.00 - чтобы ночью доделывали. ;13:00;10;ГД;в гневе;герой;уравновешенное;4;0;-          Так! Бросаться пустыми фразами прекращай! Мне нужен результат, а не слова. Завтра в 10.00 жду документ и полностью готовый! Но драть буду три шкуры, понял?;да;T;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2.940;0;0;;0;0
ET3.1;Звонок клиента. Входящий;13:25;0;герой;;клиент;;;;ответить;;E3;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET3.1;0;0;;0;0
ET3.1;Звонок клиента. Входящий;13:25;0;герой;;клиент;;;;не ответить;;ET3.2;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET3.1;0;0;;0;0
E3;Разговор с клиентом.Задерживаюсь минут на 20. Буду в 13.50. Надеюсь, мы успеем обсудить наши вопросы, несмотря на задержку.;13:25;5;герой;;клиент;;;;"Извини, что не предупредил сам, у меня тут аврал перед отпуском, давай встретимся через пару недель
Клиент: ""Да, понимаю, согласен""";;E3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3;0;0;;0;0
E3;Разговор с клиентом.Задерживаюсь минут на 20. Буду в 13.50. Надеюсь, мы успеем обсудить наши вопросы, несмотря на задержку.;13:25;5;герой;;клиент;;;;"Здорово как! Я с делами хоть разберусь, накопилось тут. А знаешь что - а может вообще давай на вечер? 
Клиент - ""Да, без проблем, мне так тоже удобно. "" ";;E3.1;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3;0;0;;0;0
E3;Разговор с клиентом.Задерживаюсь минут на 20. Буду в 13.50. Надеюсь, мы успеем обсудить наши вопросы, несмотря на задержку.;13:25;5;герой;;клиент;;;;Хорошо, давай через 20 минут. Я найду чем заняться!;;E3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3;0;0;;0;0
E3.1;Звонок консультанта по стратегии. Входящий. Суть: мне срочно нужна информация о деятельности компании за прошедшие пять лет. Я вам сейчас пришлю формат, хорошо бы если бы вы в таком виде все и подготовили. Завтра сделаете, это очень важно, проект самого Босса! Мне также нужно с вами увидеться для интервью. Проект по стратегии, а вы - один из ключевых сотрудников, который видит объективную картину. Мне очень нужно встретиться с вами сегодня, много времени это не займет - минут 30-40.;13:30;10;герой;;консультант;;;;"да, это раз это настолько срочно, я готов выделить 30 минут прямо сейчас. Вы можете подойти в ближайшие 5 минут?
Консультант: ""Да, конечно""";;E3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.1;0;0;;0;0
E3.1;Звонок консультанта по стратегии. Входящий. Суть: мне срочно нужна информация о деятельности компании за прошедшие пять лет. Я вам сейчас пришлю формат, хорошо бы если бы вы в таком виде все и подготовили. Завтра сделаете, это очень важно, проект самого Босса! Мне также нужно с вами увидеться для интервью. Проект по стратегии, а вы - один из ключевых сотрудников, который видит объективную картину. Мне очень нужно встретиться с вами сегодня, много времени это не займет - минут 30-40.;13:30;10;герой;;консультант;;;;"да, я понимаю, что это важно и срочно, но весь день у меня уже расписан, остался только вечер. Вы сможете подойти после 18.00?
Консультант - ""Да, такое время мне подходит. Буду ровно в 18.00""";;T;;;F10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.1;0;0;;0;0
E3.1;Звонок консультанта по стратегии. Входящий. Суть: мне срочно нужна информация о деятельности компании за прошедшие пять лет. Я вам сейчас пришлю формат, хорошо бы если бы вы в таком виде все и подготовили. Завтра сделаете, это очень важно, проект самого Босса! Мне также нужно с вами увидеться для интервью. Проект по стратегии, а вы - один из ключевых сотрудников, который видит объективную картину. Мне очень нужно встретиться с вами сегодня, много времени это не займет - минут 30-40.;13:30;10;герой;;консультант;;;;###############################################################################################################################################################################################################################################################;;P4;;;F11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.1;0;0;;0;0
E3.1;Звонок консультанта по стратегии. Входящий. Суть: мне срочно нужна информация о деятельности компании за прошедшие пять лет. Я вам сейчас пришлю формат, хорошо бы если бы вы в таком виде все и подготовили. Завтра сделаете, это очень важно, проект самого Босса! Мне также нужно с вами увидеться для интервью. Проект по стратегии, а вы - один из ключевых сотрудников, который видит объективную картину. Мне очень нужно встретиться с вами сегодня, много времени это не займет - минут 30-40.;13:30;10;герой;;консультант;;;;"Да, я понимаю, что это важно и срочно, и готов повидаться с вами завтра. Давайте я запланирую и сообщу вам время?
Констультант - ""Да, хорошо, жду""";;P4;;;F11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.1;0;0;;0;0
E3.5;Встреча с консультантом. Консультант очень много говорит про стратегию и как все это важно и крайне редко задает вопросы, типа, а что вы думаете про своего ГД, а ваша начальница вменяемая - с ней можно договариваться и, а кто с кем дружит в организации. В общем, ученик должен почувствовать, что зря тратит время.;13:45;30;герой;;консультант;;;;ответить на вопросы консультанта и завершить встречу;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.5;0;0;;0;0
E3.5;Встреча с консультантом. Консультант очень много говорит про стратегию и как все это важно и крайне редко задает вопросы, типа, а что вы думаете про своего ГД, а ваша начальница вменяемая - с ней можно договариваться и, а кто с кем дружит в организации. В общем, ученик должен почувствовать, что зря тратит время. После чего консультант задает ему вопрос, ну а что вы ожидаете от этого проекта. Мы, консультанты, знаете ли очень влиятельные люди, и можем всячески помочь людям, которые помогают нам!;13:45;30;герой;;консультант;;;;узнать у консультанта подробнее, какова же будет ваша роль и есть ли шанс на повышение в результате этой работы, после чего завршить встречу.;;ET3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.5;0;0;;0;0
ET3.3;Продолжение встречи с констультантом. Консультант пытается привлечь героя - рассказывает ему о заоблачных перспективах и карьерном развитии героя. Только общие пафосные слова, которые консультанты всем говорят.   ;14:15;30;герой;;консультант;;;;Выслушать консультанта и завершить встречу;;T;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET3.3;0;0;;0;0
ET3.2;Внезапный визит клиента;13:50;0;герой;;клиент;;;;впустить;;E3.2;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET3.2;0;0;;0;0
ET3.2;Внезапный визит клиента;13:50;0;герой;;клиент;;;;не впустить;;S3.1;;Встреча;F12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET3.2;0;0;;0;0
S3.1;Визит разгневанного ФД к герою через 10 мин. Суть: а не охренел ли ты с клиентами так обращаться?;14:00;10;герой;;финдир;;;;"ФД - ""Сейчас клиент к тебе зайдет, немедленно чтобы его принял""";;E3.2;;Встреча;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S3.1;0;0;;0;0
E3.2;Встреча с клиентом. Суть: герою надо, чтобы клиент предоставлял данные о продажах в автоматическом режиме, это сэкономит время на их обработку и освободит пол аналитика, клиенту это сделать сложно, т.к. для этого надо дописывать их информационную систему. При этом, клиенту нужны данные по отрасли, которые есть у героя и нет у клиента. Надо быстро найти компромисс.;13:50;40;герой;;клиент;;;;"завершить встречу и предложить встретиться еще раз
Кл: ""А когда?""";;P1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.2;0;0;;0;0
E3.2;Встреча с клиентом. Суть: герою надо, чтобы клиент предоставлял данные о продажах в автоматическом режиме, это сэкономит время на их обработку и освободит пол аналитика, клиенту это сделать сложно, т.к. для этого надо дописывать их информационную систему. При этом, клиенту нужны данные по отрасли, которые есть у героя и нет у клиента. Надо быстро найти компромисс.;13:50;40;герой;;клиент;;;;"завершить встречу, резюмируя договоренности
Кл: ""А протокол пришлешь?""";;E3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.2;0;0;;0;0
E3.2;Встреча с клиентом. Суть: герою надо, чтобы клиент предоставлял данные о продажах в автоматическом режиме, это сэкономит время на их обработку и освободит пол аналитика, клиенту это сделать сложно, т.к. для этого надо дописывать их информационную систему. При этом, клиенту нужны данные по отрасли, которые есть у героя и нет у клиента. Надо быстро найти компромисс.;13:50;40;герой;;клиент;;;;продолжить встречу, чтобы получить желаемый результат;;ET3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.2;0;0;;0;0
E3.3;Завершение встречи с клиентом. Клиент встает, улыбается, говорит, что полезно провел время, после чего произносит: протокольчик пришлешь?;14:30;0;герой;;клиент;;;;"И тебе всго доброго, но к сожалению, протокол сделать не успею. Очень много дел пред отпуском. Не можешь взять протокол на себя?
Кл: ""Ну ты даешь...""";;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.3;0;0;;0;0
E3.3;Завершение встречи с клиентом. Клиент встает, улыбается, говорит, что полезно провел время, после чего произносит: протокольчик пришлешь?;14:30;0;герой;;клиент;;;;И тебе всего доброго, да, непременно пришлю, сейчас запланирую и скажу тебе, когда;;P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.3;0;0;;0;0
E3.3;Завершение встречи с клиентом. Клиент встает, улыбается, говорит, что полезно провел время, после чего произносит: протокольчик пришлешь?;14:30;0;герой;;клиент;;;;И тебе всего доброго. Мы же не договорились ни о чем. Какой протокол? Вот договоримся в след. Раз - тогда и зафиксируем договоренности;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.3;0;0;;0;0
ET3.3;Продолжение встречи с клиентом. Начинает ходить по кругу. Клиент явно не хочет принимать здесь решение и уводит встречу в сторону. Типа, а куда ты едешь отдыхать? И т.п. Через некоторое время встает и решает уйти сам. Встречей не доволен - ничего не решили, а просидели столько времени.;14:30;30;герой;;клиент;;;;;;E3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET3.3;0;0;;0;0
E3.4;Завершение продленной встречи с клиентом. Клиент встает, явно недоволен, цедит сквозь зубы: протокол хоть пришлешь?;15:00;0;герой;;клиент;;;;"У нас правило в компании - кто встречи прерывает, тот и протокол пишет. 
Кл: ""Ну ты даешь...""";;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.4;0;0;;0;0
